war_id,war_name,side,bucket,low,high,notes
biafra_war,Nigerian Civil War (Biafra) and Biafran famine,Federal Military Government of Nigeria,deaths_from_actions:blockade,500000,2000000,"Starvation and disease deaths caused principally by the Federal blockade, encirclement, food cutoff, and disruption of agriculture. Some broader war-death estimates go to 3,000,000 overall, but 500,000–2,000,000 is used here for the famine/deprivation bucket."
biafra_war,Nigerian Civil War (Biafra) and Biafran famine,Federal Military Government of Nigeria,deaths_from_actions:disease,,,Disease mortality is intertwined with starvation and displacement in the famine estimates and cannot be reliably separated from the blockade/famine bucket.
biafra_war,Nigerian Civil War (Biafra) and Biafran famine,Republic of Biafra,military_killed,,,"No reliable Biafra-only military-death total found. Commonly cited combined combatant deaths for both sides are 45,000–100,000."
biafra_war,Nigerian Civil War (Biafra) and Biafran famine,Republic of Biafra,civilians_killed_directly,,,"Biafran direct civilian killings are attested in several incident reports, especially against minorities accused of sabotage, but no reliable aggregate low/high estimate was found."
biafra_war,Nigerian Civil War (Biafra) and Biafran famine,Republic of Biafra,deaths_from_actions:relief_obstruction,,,"The Federal blockade was the primary famine driver, but Biafran decisions also mattered. Sources argue that relief aid strengthened Biafra and likely lengthened the war by more than a year, and that Ojukwu resisted some daylight relief flights and mercy-corridor proposals partly to preserve arms-sup"
bangladesh_liberation_war,Bangladesh Liberation War / 1971 genocide,Pakistan state and pro-Pakistan auxiliaries,military_killed,5866,9000,"Covers Pakistani armed-forces deaths in the 1971 war; collaborator militia deaths are not reliably separated. Lower figure is a commonly cited estimate; higher figure appears in military-casualty summaries for Army, Navy and Air Force."
bangladesh_liberation_war,Bangladesh Liberation War / 1971 genocide,Pakistan state and pro-Pakistan auxiliaries,civilians_killed_directly,26000,3000000,The range is extremely contested. The low end is the Pakistan GHQ/Hamoodur Rahman figure; the high end is Bangladesh's official 3 million figure. Scholarly estimates often avoid a clean direct/indirect split.
bangladesh_liberation_war,Bangladesh Liberation War / 1971 genocide,Pakistan state and pro-Pakistan auxiliaries,deaths_from_actions:displacement,323562,802268,"Estimated excess deaths among roughly 9.9 million refugees in Indian camps due to elevated mortality from disease, malnutrition, overcrowding and poor camp conditions caused by flight from the war; 95% confidence interval 323,562–802,268."
bangladesh_liberation_war,Bangladesh Liberation War / 1971 genocide,Pakistan state and pro-Pakistan auxiliaries,deaths_from_actions:famine,,,"Gerlach argues rural dwellers were heavily affected by conflict-related famine and that 16–17 million people were internally displaced, but the accessible summary does not provide a separable death total for this category."
bangladesh_liberation_war,Bangladesh Liberation War / 1971 genocide,Bangladesh/India joint side,military_killed,6213,33843,"Low adds 3,713 Bangladeshi armed-forces dead from Bangladesh defence-ministry statistics to a low estimate of 2,500 Indian military dead. High adds a broader Mukti Bahini/Bangladesh Liberation Army estimate of about 30,000 killed to 3,843 Indian military dead. Categories overlap and are not standard"
bangladesh_liberation_war,Bangladesh Liberation War / 1971 genocide,Bangladesh/India joint side,civilians_killed_directly,1000,150000,"Bihari/non-Bengali deaths are among the most disputed parts of the war's casualty record. The best usable range found here is 1,000–150,000, with no reliable point estimate."
yom_kippur_war,Yom Kippur War,Israel,military_killed,2521,2800,"Israeli military deaths are relatively well documented but vary by source and inclusion criteria. Israel State Archives uses about 2,656 soldiers killed; other summaries give a 2,521–2,800 range; an Agranat-related summary gives 2,569; JVL/OnWar gives 2,688."
yom_kippur_war,Yom Kippur War,Israel,civilians_killed_directly,28,232,The low count includes Damascus and Latakia civilian deaths that could be specifically sourced. The high count adds the Egyptian claim of 200 killed in Port Said.
yom_kippur_war,Yom Kippur War,Arab coalition led by Egypt and Syria,military_killed,8000,18500,"Arab military deaths are disputed. A common range gives 8,000 low and 18,500 high; other figures include 7,700 Egyptian and 3,500 Syrian dead, 15,000 Egyptian and 3,500 Syrian dead, and an Agranat-related summary of 10,000 Egyptian and 4,000 Syrian dead. Smaller-contingent casualty estimates, especi"
yom_kippur_war,Yom Kippur War,Arab coalition led by Egypt and Syria,civilians_killed_directly,0,0,"No Israeli civilian deaths were found in the casualty summaries consulted. Alleged POW executions are counted as combatant/atrocity issues, not civilian deaths."
ethiopian_civil_war_derg,Ethiopian Civil War / Derg / 1983-85 famine,Derg / PDRE government,military_killed,100000,,"HRW/Africa states that at least 100,000 soldiers were killed in the wars, but does not fully split those deaths by side. Most large battlefield losses described in the sources were Ethiopian government soldiers/conscripts; the figure is used as a conservative all-sides military floor, not a precise "
ethiopian_civil_war_derg,Ethiopian Civil War / Derg / 1983-85 famine,Derg / PDRE government,civilians_killed_directly,150000,,"The 150,000 figure is the best conservative floor for direct civilian killing by the Derg state. Named incidents do not sum to the total because many massacres and bombings were never fully documented."
ethiopian_civil_war_derg,Ethiopian Civil War / Derg / 1983-85 famine,Derg / PDRE government,deaths_from_actions:famine,225000,317000,"HRW/Africa estimated total famine deaths in 1983-85 at 400,000-590,000 and attributed 225,000-317,000 to government human-rights violations and counterinsurgency policies."
ethiopian_civil_war_derg,Ethiopian Civil War / Derg / 1983-85 famine,Derg / PDRE government,deaths_from_actions:forced_resettlement,50000,100000,"Evil Days gives at least 50,000 deaths from resettlement; Reckoning Under the Law says about 600,000 were forcibly relocated and perhaps 100,000 died."
ethiopian_civil_war_derg,Ethiopian Civil War / Derg / 1983-85 famine,Derg / PDRE government,deaths_from_actions:blockade,,,"HRW identified military requisitioning and blockade as creating severe hunger in Asmara in 1990-91, but no defensible separate mortality estimate was found."
ethiopian_civil_war_derg,Ethiopian Civil War / Derg / 1983-85 famine,EPLF / Eritrean insurgent side,military_killed,,,"PRIF/UCDP gives 98,927 fatalities from fighting between Eritrean rebels and the Ethiopian government, and cites another estimate of 200,000 for the Eritrean secession war, but these are all-sides/all-persons dyad totals and cannot be converted into EPLF combatant deaths."
ethiopian_civil_war_derg,Ethiopian Civil War / Derg / 1983-85 famine,EPLF / Eritrean insurgent side,civilians_killed_directly,,,"EPLF abuses were documented, but available sources do not support a responsible aggregate civilian-death total."
ethiopian_civil_war_derg,Ethiopian Civil War / Derg / 1983-85 famine,TPLF / EPDM / EPRDF,military_killed,,,"PRIF/UCDP gives 53,483 deaths for the TPLF/EPDM/EPRDF vs government dyad, including 484 one-sided government-violence victims, but does not split deaths by side or combatant/civilian status."
ethiopian_civil_war_derg,Ethiopian Civil War / Derg / 1983-85 famine,TPLF / EPDM / EPRDF,civilians_killed_directly,2,,HRW documents abuses but states that TPLF/EPRDF abuses were on a much smaller scale than government abuses. No comprehensive direct-civilian-death total was found.
ethiopian_civil_war_derg,Ethiopian Civil War / Derg / 1983-85 famine,OLF and other non-EPLF / non-EPRDF insurgents,military_killed,,,"PRIF/UCDP gives 1,484 deaths for the OLF-government war, including 364 one-sided government-violence victims, but does not provide OLF combatant deaths. Other groups are even less well quantified."
ethiopian_civil_war_derg,Ethiopian Civil War / Derg / 1983-85 famine,OLF and other non-EPLF / non-EPRDF insurgents,civilians_killed_directly,,,"Real abuses are documented, but the available sources do not permit a responsible aggregate death toll."
lebanese_civil_war,Lebanese Civil War,Lebanese Front / Christian militias,military_killed,,,"No reliable aggregate by side found. ICTJ notes an estimated 800 Christian-militia fighters killed in the Tel al-Zaatar attack, but this is event-specific, not a war total."
lebanese_civil_war,Lebanese Civil War,Lebanese Front / Christian militias,civilians_killed_directly,2253,5277,Low/high are event-based documented minima using only major identified events and excluding many smaller killings and shelling deaths.
lebanese_civil_war,Lebanese Civil War,Lebanese Front / Christian militias,deaths_from_actions:siege,,,"Many died from shortage of water and medication, but these deaths are embedded in the 2,200-4,280 Tel al-Zaatar total."
lebanese_civil_war,Lebanese Civil War,Lebanese Front / Christian militias,deaths_from_actions:forced_displacement,,,"ICTJ records expulsions such as 150 civilians from Haret al-Ghawarneh-Antelias and 450 from Sebnay, but no separate death toll."
lebanese_civil_war,Lebanese Civil War,LNM / PLO / Palestinian and leftist allied militias,military_killed,,,"No reliable war-total. Early 1982 reporting estimated 2,000 Palestinian fighters killed by mid-June 1982, but this is event-specific and incomplete."
lebanese_civil_war,Lebanese Civil War,LNM / PLO / Palestinian and leftist allied militias,civilians_killed_directly,289,639,Event-based minima only; broader shelling and abductions cannot be cleanly attributed or summed.
lebanese_civil_war,Lebanese Civil War,LNM / PLO / Palestinian and leftist allied militias,deaths_from_actions:siege,,,"Militias cut off water, supplies, and electricity and prevented Red Cross evacuations, but indirect deaths are not separated from the massacre toll."
lebanese_civil_war,Lebanese Civil War,PSP / Druze forces and pro-Syrian allies,military_killed,,,No reliable aggregate combatant-death total found.
lebanese_civil_war,Lebanese Civil War,PSP / Druze forces and pro-Syrian allies,civilians_killed_directly,1372,1372,"Does not include 2,700 civilians of unknown fate after the War of the Mountain."
lebanese_civil_war,Lebanese Civil War,PSP / Druze forces and pro-Syrian allies,deaths_from_actions:siege,8,8,Deaths from lack of access to medical and food supplies during the siege.
lebanese_civil_war,Lebanese Civil War,PSP / Druze forces and pro-Syrian allies,deaths_from_actions:forced_displacement,,,"At least 163,000 Christians and several thousand Druze were displaced; displacement mortality not quantified."
lebanese_civil_war,Lebanese Civil War,Syria / Arab Deterrent Force,military_killed,,,"No reliable 1976-1990 total. Event-specific estimates include about 1,000-1,200 Syrian soldiers killed in the 1982 war."
lebanese_civil_war,Lebanese Civil War,Syria / Arab Deterrent Force,civilians_killed_directly,,,No safe aggregate; many Syrian-caused casualties are mixed with allied-proxy actions or reciprocal shelling.
lebanese_civil_war,Lebanese Civil War,Syria / Arab Deterrent Force,deaths_from_actions:siege,,,"ICTJ notes deaths from lack of medicine and healthcare during the 1989 siege/bombardment, but no separate indirect total."
lebanese_civil_war,Lebanese Civil War,Syria / Arab Deterrent Force,deaths_from_actions:detention,,,Hundreds arrested by Syrian military intelligence in 1989 and many transferred to Syria in 1990; deaths in custody not comprehensively quantified for 1975-1990.
lebanese_civil_war,Lebanese Civil War,Israel / IDF and South Lebanon Army,military_killed,657,1216,Range reflects narrower Israeli war accounting versus broader 1982-1985 killed-in-action figure cited by the Center for Israel Education. SLA losses are not included reliably.
lebanese_civil_war,Lebanese Civil War,Israel / IDF and South Lebanon Army,civilians_killed_directly,7665,23605,The 1982 invasion toll is highly contested. The low/high range uses two major reported civilian-share estimates.
lebanese_civil_war,Lebanese Civil War,Israel / IDF and South Lebanon Army,deaths_from_actions:siege,,,"Israel cut water and electricity to at least 300,000 civilians for about three months; no separate indirect-death total found."
lebanese_civil_war,Lebanese Civil War,Lebanese state forces / Lebanese Army factions,military_killed,,,"No reliable aggregate. ICTJ reports 30-73 captured Lebanese Army soldiers executed by Syrian forces in October 1990, but this is event-specific."
lebanese_civil_war,Lebanese Civil War,Lebanese state forces / Lebanese Army factions,civilians_killed_directly,,,Army factions changed allegiance and operated separately; no reliable aggregate civilian toll by Lebanese state forces found.
lebanese_civil_war,Lebanese Civil War,Amal Movement and allied Shi'a/Lebanese units,military_killed,,,"No reliable aggregate. ICTJ records some event-specific fighter losses, such as Amal reporting 53 fighters killed and Hezbollah 30 in one 1988 episode."
lebanese_civil_war,Lebanese Civil War,Amal Movement and allied Shi'a/Lebanese units,civilians_killed_directly,,,War of the Camps deaths include civilians and fighters; no complete civilian-only aggregate exists.
lebanese_civil_war,Lebanese Civil War,Amal Movement and allied Shi'a/Lebanese units,deaths_from_actions:siege,,,"Amal blockaded camps during the War of the Camps, but starvation/medical deprivation deaths are not separately enumerated."
lebanese_civil_war,Lebanese Civil War,Hezbollah / Islamic Jihad Organization and related pro-Iranian cells,military_killed,,,"No reliable total for the side's own fighters. Attacks attributed to Islamic Jihad/pro-Iranian cells caused major foreign military deaths, including 241 U.S. Marines and 58 French paratroopers in 1983."
lebanese_civil_war,Lebanese Civil War,Hezbollah / Islamic Jihad Organization and related pro-Iranian cells,civilians_killed_directly,,,Attribution to Hezbollah versus Islamic Jihad and other fronts is disputed for some attacks.
lebanese_civil_war,Lebanese Civil War,Multinational Force,military_killed,299,299,"October 23, 1983 barracks bombings killed 241 U.S. Marines and 58 French paratroopers; other smaller losses not comprehensively aggregated."
lebanese_civil_war,Lebanese Civil War,Multinational Force,civilians_killed_directly,,,"U.S. and French forces conducted strikes in 1983-1984, but no reliable civilian-death total attributable to MNF fire was found."
angolan_civil_war,Angolan Civil War,MPLA / Angolan government side,military_killed,2054,,"This low figure counts only identifiable foreign allied losses: at least about 2,000 Cuban troops in one PRIO-cited survey plus 54 Soviet deaths from a compiled casualty table. Other sources give 4,000 Cuban deaths or 2,016-5,000 Cuban deaths. Angolan government military losses are not cleanly separ"
angolan_civil_war,Angolan Civil War,MPLA / Angolan government side,civilians_killed_directly,2000,,"At least several thousand direct civilian deaths are attributable to government forces, but no comprehensive perpetrator-coded total was found."
angolan_civil_war,Angolan Civil War,MPLA / Angolan government side,deaths_from_actions:displacement,,,"MSF documented government forced displacement and regroupment policies from 1998-2002, including death-site regroupment areas. Mortality surveys recorded extreme rates, but deaths cannot be cleanly apportioned between government actions, UNITA actions, battle, disease, and blocked aid."
angolan_civil_war,Angolan Civil War,MPLA / Angolan government side,deaths_from_actions:scorched_earth,,,MSF describes systematic scorched-earth and population-control practices intended to deprive UNITA of resources; no all-war death total is available.
angolan_civil_war,Angolan Civil War,MPLA / Angolan government side,deaths_from_actions:disease,,,"MSF recorded crude mortality rates such as 5.5 per 10,000 people per day in Bunjei and 3.7 per 10,000 per day in another Bunjei survey period, with deaths from malnutrition, malaria, diarrhea, respiratory infections, and measles. These are local survey findings, not a national perpetrator-coded tota"
angolan_civil_war,Angolan Civil War,UNITA / FNLA / anti-MPLA side,military_killed,1000,,"This low figure counts only identifiable foreign allied losses: PRIO cites roughly 800-1,000 South African personnel killed and a few hundred Zairian dead in some surveys. UNITA/FNLA combatant losses are not available as a reliable all-war total."
angolan_civil_war,Angolan Civil War,UNITA / FNLA / anti-MPLA side,civilians_killed_directly,30500,,The low figure is the sum of named HRW/MSF deadly contexts only and should not be treated as an all-war total for UNITA direct civilian killing.
angolan_civil_war,Angolan Civil War,UNITA / FNLA / anti-MPLA side,deaths_from_actions:siege,20000,30000,"HRW attributed 20,000-30,000 deaths to UNITA's siege of Kuito; this overlaps with direct shelling and starvation mechanisms and should not be double-counted with the direct-civilian bucket."
angolan_civil_war,Angolan Civil War,UNITA / FNLA / anti-MPLA side,deaths_from_actions:siege,10000,10000,"HRW attributed about 10,000 deaths to UNITA's siege of Huambo; this overlaps with direct shelling and starvation mechanisms and should not be double-counted with the direct-civilian bucket."
angolan_civil_war,Angolan Civil War,UNITA / FNLA / anti-MPLA side,deaths_from_actions:displacement,,,"MSF documented UNITA forcing civilians to move with its retreating forces, preventing civilians from leaving, and using civilians as logistical support; no national death total was found."
angolan_civil_war,Angolan Civil War,UNITA / FNLA / anti-MPLA side,deaths_from_actions:blockade,,,"UNITA blocked freedom of movement and relief access in some areas; MSF and HRW link these practices to famine and high mortality, but attribution overlaps with government offensives and broader collapse."
angolan_civil_war,Angolan Civil War,Cabinda separatist / FLEC actors,military_killed,,,"UCDP/PRIO codes Cabinda/FLEC separately in selected years, but the available summarized estimates do not provide reliable all-period FLEC military deaths."
angolan_civil_war,Angolan Civil War,Cabinda separatist / FLEC actors,civilians_killed_directly,,,"Information is described by PRIO as extremely limited. Reports mention abuses by both FAA and FLEC, but no reliable all-period civilian-death total attributable to FLEC was found."
indonesian_invasion_east_timor,Indonesian occupation of East Timor,Indonesian state and pro-integration forces,military_killed,3600,,"Gerry van Klinken's corrected analysis of an Indonesian official list gives about 3,600 combat deaths, including about 2,100 mostly Indonesian regulars/police and about 40% East Timorese irregulars. This is combat deaths, not all-cause military deaths, and excludes unregistered civilians forced to a"
indonesian_invasion_east_timor,Indonesian occupation of East Timor,Indonesian state and pro-integration forces,civilians_killed_directly,12320,13720,"CAVR documented-case tables attribute 67.6% of reported unlawful killings and 86.3% of enforced disappearances to Indonesian military/police and Timorese auxiliaries. The nationalized number here is a proportional calculation, not a separate CAVR perpetrator-specific estimate."
indonesian_invasion_east_timor,Indonesian occupation of East Timor,Indonesian state and pro-integration forces,deaths_from_actions:famine,72200,183000,"HRDAG's conservative statistical estimate is 84,200 excess hunger/illness deaths with a 95% margin of error of +/- 12,000; HRDAG's upper-bound model is 183,000. CAVR's responsibility chapter finds the Government of Indonesia and Indonesian security forces primarily responsible for 100,000-180,000 hu"
indonesian_invasion_east_timor,Indonesian occupation of East Timor,Indonesian state and pro-integration forces,deaths_from_actions:displacement,,,"Deaths are included within the excess hunger/illness bucket. HRDAG estimated 108,200 households experienced 282,800 displacement events, and CAVR tied displacement, mortality, resettlement camps, destruction of food sources, and denial of aid to Indonesian occupation policy."
indonesian_invasion_east_timor,Indonesian occupation of East Timor,East Timorese resistance,military_killed,,,No reliable total Falintil/Fretilin combatant-death estimate was found. CAVR/HRDAG explicitly did not estimate combatant deaths.
indonesian_invasion_east_timor,Indonesian occupation of East Timor,East Timorese resistance,civilians_killed_directly,4050,4510,"CAVR indicates many Fretilin-attributed killings occurred in the 1975 internal party conflict. These are documented-case proportions applied to a national estimate, not a separate CAVR statistical perpetrator estimate."
indonesian_invasion_east_timor,Indonesian occupation of East Timor,East Timorese resistance,deaths_from_actions:displacement,,,"HRDAG reports Falintil was named as the institution telling households to move in 15.0% of displacement reports, but no reliable source provides a separate death toll from Falintil-caused displacement. Most famine/deprivation deaths are attributed by CAVR to Indonesian invasion and occupation polici"
indonesian_invasion_east_timor,Indonesian occupation of East Timor,Other East Timorese political factions and non-TNI-attributed actors,military_killed,,,No reliable all-cause combatant-death total found for these factions.
indonesian_invasion_east_timor,Indonesian occupation of East Timor,Other East Timorese political factions and non-TNI-attributed actors,civilians_killed_directly,1230,1370,These estimates should be treated cautiously because CAVR did not publish an independent national statistical estimate by each minor perpetrator group.
khmer_rouge_cambodian_genocide,Khmer Rouge Cambodian Genocide,Democratic Kampuchea / Khmer Rouge / Communist Party of Kampuchea,military_killed,,,"No reliable estimate found that separates Khmer Rouge soldiers killed in combat from cadres and soldiers executed in internal purges or from post-1979 guerrilla-war losses. ECCC materials show purges of Party, army, and civilians, but do not provide a national military-only death toll."
khmer_rouge_cambodian_genocide,Khmer Rouge Cambodian Genocide,Democratic Kampuchea / Khmer Rouge / Communist Party of Kampuchea,civilians_killed_directly,500000,1300000,Direct-killing totals are not a complete census; they synthesize survivor-survey cause shares and mass-grave mapping. Subgroup/event entries overlap with the national direct-killing estimate and should not be summed.
khmer_rouge_cambodian_genocide,Khmer Rouge Cambodian Genocide,Democratic Kampuchea / Khmer Rouge / Communist Party of Kampuchea,deaths_from_actions:famine,,,"Starvation deaths are not cleanly separable nationally from disease, overwork, displacement, and direct executions. They are included in the combined indirect-deaths estimate below."
khmer_rouge_cambodian_genocide,Khmer Rouge Cambodian Genocide,Democratic Kampuchea / Khmer Rouge / Communist Party of Kampuchea,deaths_from_actions:forced_labor,,,Forced labor and overwork deaths are documented by ECCC but not quantified nationally as a distinct category.
khmer_rouge_cambodian_genocide,Khmer Rouge Cambodian Genocide,Democratic Kampuchea / Khmer Rouge / Communist Party of Kampuchea,deaths_from_actions:disease,,,"Disease deaths are not cleanly separable nationally from starvation and overwork. Sliwinski's summarized estimates assign 13% of deaths to disease, but the report uses a combined indirect bucket to avoid false precision."
khmer_rouge_cambodian_genocide,Khmer Rouge Cambodian Genocide,Democratic Kampuchea / Khmer Rouge / Communist Party of Kampuchea,deaths_from_actions:displacement,,,"Forced displacement contributed to death through exhaustion, starvation, disease, family separation, and subsequent execution, but is not separately quantified nationally."
khmer_rouge_cambodian_genocide,Khmer Rouge Cambodian Genocide,Democratic Kampuchea / Khmer Rouge / Communist Party of Kampuchea,deaths_from_actions:forced_labor_famine_disease_displacement_combined,700000,1500000,"Coherent residual estimate: total Cambodian genocide deaths of 1.2-2.8 million minus direct executions of about 0.5-1.3 million. This is a derived range, not an independent register."
khmer_rouge_cambodian_genocide,Khmer Rouge Cambodian Genocide,Vietnam and Kampuchean United Front for National Salvation,military_killed,28000,30000,"Vietnamese military deaths in the adjacent border war/invasion context, not part of the standard Cambodian genocide civilian toll. A Vietnamese general reported 30,000 Vietnamese soldiers killed from 1977 to 1979; a Clodfelter/OnWar-derived summary gives 28,000 Vietnam fatalities for the broader Cam"
khmer_rouge_cambodian_genocide,Khmer Rouge Cambodian Genocide,Vietnam and Kampuchean United Front for National Salvation,civilians_killed_directly,,,"No reliable genocide-period estimate found for Cambodian civilians directly killed by Vietnamese or KNUFNS forces during the overthrow of Democratic Kampuchea. Such deaths, if any, are not a major quantified category in standard Cambodian genocide casualty accounting."
mozambican_civil_war,Mozambican Civil War,FRELIMO-led Government of Mozambique and allied forces,military_killed,,,"No authoritative per-side combatant death rollup was found. UCDP/PRIF records 13,924 total conflict deaths but does not separate FRELIMO/government, allied, RENAMO, and civilian deaths."
mozambican_civil_war,Mozambican Civil War,FRELIMO-led Government of Mozambique and allied forces,civilians_killed_directly,,,"Government abuses are documented qualitatively, but not quantified in a reliable war-wide death estimate."
mozambican_civil_war,Mozambican Civil War,FRELIMO-led Government of Mozambique and allied forces,deaths_from_actions:famine,,,"FRELIMO/government policies and military conduct contributed to displacement, requisitioning, forced relocation, and population-control measures, but deaths cannot be isolated from RENAMO actions, drought, and the wider war economy."
mozambican_civil_war,Mozambican Civil War,FRELIMO-led Government of Mozambique and allied forces,deaths_from_actions:displacement,,,The broader war displaced millions and produced hunger and disease mortality; no clean FRELIMO-only allocation was found.
mozambican_civil_war,Mozambican Civil War,RENAMO and supporting external patrons,military_killed,,,No authoritative RENAMO combatant death total was found. UCDP/PRIF provides a total conflict-death figure but not a per-side combatant count.
mozambican_civil_war,Mozambican Civil War,RENAMO and supporting external patrons,civilians_killed_directly,1400,,"RENAMO is the only side for which the sources found provide a broad numerical estimate for direct civilian killing. The 100,000 figure should be treated as an estimate/minimum rather than a maximum."
mozambican_civil_war,Mozambican Civil War,RENAMO and supporting external patrons,deaths_from_actions:famine,,,"RENAMO attacks on transport, clinics, schools, food systems, civilians, and relief networks were a major driver of famine and disease mortality, but the number attributable solely to RENAMO cannot be separated from government actions, drought, and the wider conflict. These deaths are included in the"
mozambican_civil_war,Mozambican Civil War,RENAMO and supporting external patrons,deaths_from_actions:displacement,,,RENAMO violence and territorial control drove mass displacement and indirect mortality; no side-specific death estimate was found.
mozambican_civil_war,Mozambican Civil War,RENAMO and supporting external patrons,deaths_from_actions:forced_labor,,,"Human Rights Watch summarizes the Gersony report as accusing RENAMO of running what were effectively slave-labor camps, but no deaths-only number for this subcategory was found."
cambodian_vietnamese_war,Cambodian-Vietnamese War,Vietnamese-led side,military_killed,40300,85000,"Low combines 25,300 Vietnamese state deaths and 15,000 Cambodian state deaths in COW/Clodfelter-style accounting. High combines Vietnam's 1988 claim of 55,000 Vietnamese soldiers killed with a Cambodian government/UCDP note of over 10,000 government troops killed in combat and 20,000 deaths from dis"
cambodian_vietnamese_war,Cambodian-Vietnamese War,Vietnamese-led side,civilians_killed_directly,,,"Civilian deaths caused by Vietnamese/PRK operations are documented, but the literature does not provide a reliable war-wide perpetrator-attributed total."
cambodian_vietnamese_war,Cambodian-Vietnamese War,Vietnamese-led side,deaths_from_actions:forced_labor,1000,25000,"HRW reports K5 caused many thousands of deaths from disease and landmines. It also notes that if official figures were accurate, a 5-10% death rate among early workers would suggest about 1,000 malaria deaths. A Cambodia Daily summary of Gottesman reports a conservative calculation of 25,000 deaths "
cambodian_vietnamese_war,Cambodian-Vietnamese War,Anti-Vietnamese side,military_killed,,,"No reliable killed-only aggregate found for Khmer Rouge/CGDK combatants. PRIO documentation cites Khieu Samphan's claim that Khmer Rouge forces lost 30,000 killed or wounded from December 1978 through May 1979 and 2,000 from June 1979 through February 1980, but these are killed-and-wounded figures, "
cambodian_vietnamese_war,Cambodian-Vietnamese War,Anti-Vietnamese side,civilians_killed_directly,125000,300000,"The total sums three categories tied to the Vietnam conflict: Vietnamese border civilians, ethnic Vietnamese civilians in Cambodia, and Eastern Zone purge victims. It excludes the full 1975-1979 Cambodian genocide except for the parts most directly tied to the Vietnam conflict."
cambodian_vietnamese_war,Cambodian-Vietnamese War,Anti-Vietnamese side,deaths_from_actions:famine,300000,300000,"An additional estimated 300,000 Cambodians starved in 1979-1980, largely as a result of the after-effects of Khmer Rouge policy. The figure is treated as an indirect-deaths estimate, distinct from narrow battle-death totals."
soviet_afghan_war,Soviet-Afghan War,Soviet Union and DRA/Republic of Afghanistan government,military_killed,31833,32453,"Low uses the Pravda/Soviet army figure of 13,833 Soviet soldiers plus about 18,000 Afghan government troops. High/point uses the broader official Soviet armed-services total of 14,453 plus about 18,000 Afghan government troops. Afghan government troop deaths are much less securely documented than So"
soviet_afghan_war,Soviet-Afghan War,Soviet Union and DRA/Republic of Afghanistan government,civilians_killed_directly,,,"The Soviet/DRA side caused the overwhelming majority of Afghan civilian mortality, but the sources do not permit a defensible direct-only total separated from indirect deaths."
soviet_afghan_war,Soviet-Afghan War,Soviet Union and DRA/Republic of Afghanistan government,deaths_from_actions:displacement,,,"HRW/UN mapping material describes Soviet/DRA strategy as bombing and sweeping villages, destroying agricultural systems, and forcing populations to abandon resistance areas or flee into exile. Resulting deaths are embedded in broader excess-mortality estimates and cannot be separately counted."
soviet_afghan_war,Soviet-Afghan War,Soviet Union and DRA/Republic of Afghanistan government,deaths_from_actions:mine,,,"Soviet and Afghan government forces laid many antipersonnel mines. The ICRC later estimated 200,000 Afghans killed or wounded by mines over 23 years of war, but this combines deaths and injuries and spans multiple conflict phases."
soviet_afghan_war,Soviet-Afghan War,Soviet Union and DRA/Republic of Afghanistan government,deaths_from_actions:destruction_of_livelihoods,,,"Destruction of agricultural systems and depopulation was repeatedly documented, but deaths from hunger, exposure, disease, and displacement are not separately quantified in reliable national totals."
soviet_afghan_war,Soviet-Afghan War,Afghan mujahideen resistance,military_killed,75000,90000,"Giustozzi is cited as estimating 150,000-180,000 mujahideen casualties, roughly half killed, implying 75,000-90,000 deaths. Many general casualty summaries repeat 90,000 mujahideen fighters killed."
soviet_afghan_war,Soviet-Afghan War,Afghan mujahideen resistance,civilians_killed_directly,,,"Mujahideen abuses were real and documented, but no reliable national civilian-death total attributable to them exists for the Soviet-war period."
soviet_afghan_war,Soviet-Afghan War,Afghan mujahideen resistance,deaths_from_actions:mine,,,HRW reported that mujahideen forces laid mines without adequate marking or mapping. Civilian mine deaths attributable specifically to mujahideen for 1979-1989 cannot be separated from mine casualties caused by Soviet/DRA and other actors.
iran_iraq_war,Iran-Iraq War,Iran / Islamic Republic of Iran,military_killed,188015,217489,"Low and point are based on Iranian official/Martyrs Foundation-type tabulations reported by Iran Times: 188,015 combat dead in the 2000 figure and about 190,000 combat personnel in a later tabulation. The high uses a systematic-review summary range of 188,015 to 217,489 Iranians killed; that upper b"
iran_iraq_war,Iran-Iraq War,Iran / Islamic Republic of Iran,civilians_killed_directly,31,,"Iranian missile and artillery attacks killed Iraqi civilians during the War of the Cities, but I found no reliable war-wide Iraqi civilian total attributable specifically to Iranian fire. Later Iraqi mortality work usually cannot assign responsible party."
iran_iraq_war,Iran-Iraq War,Iraq / Ba'athist Iraq,military_killed,105000,200000,"The Iraqi military/civilian split is uncertain. PLOS cites 105,000 Iraqi deaths as a conservative estimate and Rob Johnson's 200,000 Iraqi deaths; a common military-history midpoint is about 150,000 Iraqi dead. PLOS's own estimate of 174,289 adult Iraqi direct war-injury deaths includes adult civili"
iran_iraq_war,Iran-Iraq War,Iraq / Ba'athist Iraq,civilians_killed_directly,16780,22000,"The low/high here are conservative for direct non-Anfal civilian deaths. The high adds the Iranian official civilian total to the high Halabja direct-death estimate, while recognizing that Halabja and other Kurdish killings overlap conceptually with the Anfal/genocide bucket below."
